9.904950253311359347e+02 8.594221702657913603e-03 9.668211009550000000e+10
9.914716474394190300e+02 8.440065259560911026e-03 1.128665143200500031e+11
9.924482695477020116e+02 7.438048379430391675e-03 1.233694173205000000e+11
9.934248916559848794e+02 7.142581863494469781e-03 1.316010905071000214e+11
9.944015137642676336e+02 7.026964531171717848e-03 1.439669779658999939e+11
9.953781358725506152e+02 6.937039939365132434e-03 1.531727039432000122e+11
9.963547579808334831e+02 7.193967344526803684e-03 1.614547713807999878e+11
9.973313800891164647e+02 7.527972971236977090e-03 1.727838277378500061e+11
9.983080021973994462e+02 8.594221702657913603e-03 1.785464072607500000e+11
9.992846243056825415e+02 8.645607183690248373e-03 1.781916193617000122e+11
1.000261246413965978e+03 8.285908816463908450e-03 1.842507797580499878e+11
1.001237868522248959e+03 6.924193569107049175e-03 1.850349355919999695e+11
1.002214490630531827e+03 5.986408540266947853e-03 1.731553079508500061e+11
1.003191112738814809e+03 5.652402913556774447e-03 1.548126391780499878e+11
1.004167734847097790e+03 5.703788394589109217e-03 1.337428402820500031e+11
1.005144356955380658e+03 5.074316251943013917e-03 1.145285865597000122e+11
1.006120979063663640e+03 4.534768701103503163e-03 9.957723204994999695e+10
1.007097601171946508e+03 4.599000552393921193e-03 8.592278397475000000e+10
1.008074223280229489e+03 4.406304998522667105e-03 8.553636400710002136e+10
1.009050845388512471e+03 4.817388846781341799e-03 1.068993511579499969e+11
1.010027467496795339e+03 3.083128861940058908e-03 8.610525730325000000e+10
1.011004089605078320e+03 3.648369153295736179e-03 8.749480447385000610e+10
1.011980711713361188e+03 4.316380406716082557e-03 1.249656704607500000e+11
1.012957333821644170e+03 3.288670786069396255e-03 8.833676098364999390e+10
1.013933955929927151e+03 3.211592564520894533e-03 1.076745068715500031e+11
1.014910578038210019e+03 3.661215523553819871e-03 3.160876712879500122e+11
1.015887200146493683e+03 6.847115347558547019e-03 1.106902166467500153e+11
1.016863822254776665e+03 5.922176688976529824e-03 7.391092931110000610e+10
1.017840444363059532e+03 7.065503641945968492e-03 7.728110358905000305e+10
1.018817066471342514e+03 1.108641753272612829e-02 7.904900988064999390e+10
1.019793688579625496e+03 2.732422953894377005e-02 1.274427311031000061e+11
1.020770310687908363e+03 2.919979959662397442e-02 3.547809995817999878e+11
1.021746932796191345e+03 2.926403144791439245e-02 1.688197148951499634e+11
1.022723554904474213e+03 5.450714900504862598e-02 8.329927800185000610e+10
1.023700177012757194e+03 1.412843800984031895e-01 1.173169221846999969e+11
1.024676799121039949e+03 3.366005935023059226e-01 3.708737027418500366e+11
1.025653421229323158e+03 1.316367560345824417e-01 3.240146240216500854e+11
1.026630043337605912e+03 2.390837968731934771e-01 9.519415910700999756e+11
1.027606665445888893e+03 5.131739526996647038e-01 9.053360000275499268e+11
1.028583287554171648e+03 8.232724843595442543e-01 6.451568215654450195e+12
1.029559909662454857e+03 9.801395115810027647e-01 2.061357408094094922e+13
1.030536531770737611e+03 9.713012088434412883e-01 1.083756629012100000e+13
1.031513153879020592e+03 7.443572318641368257e-01 1.572012382641300049e+12
1.032489775987304256e+03 4.693035982683093077e-01 9.447450944210998535e+11
1.033466398095587238e+03 1.946867412612566239e-01 2.240332948118999939e+11
1.034443020203869992e+03 1.091042226019038330e-01 2.372081685373500366e+11
1.035419642312153201e+03 1.342702619374895601e-01 1.303205883680500183e+11
1.036396264420435955e+03 1.118918849479079713e-01 1.483058557536000061e+11
1.037372886528718936e+03 3.444111866192207244e-02 9.644325046507501221e+11
1.038349508637001691e+03 2.287938542964685490e-02 6.757261075365999756e+11
1.039326130745284900e+03 1.996325938106188053e-02 1.559087976917999878e+11
1.040302752853567654e+03 1.741453952185809950e-01 2.729338847590000000e+11
1.041279374961850863e+03 8.951607723237798853e-01 9.321833485010000000e+12
