9.904950253311359347e+02 2.281416819803533554e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.914716474394190300e+02 2.813166005482072830e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.924482695477020116e+02 2.894250933758125305e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.934248916559848794e+02 3.022885585604305267e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.944015137642676336e+02 3.337842827561683655e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.953781358725506152e+02 3.660002451268463135e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.963547579808334831e+02 4.060486892610092163e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.973313800891164647e+02 4.026226410089588165e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.983080021973994462e+02 4.094169558313579559e+08 0.000000000000000000e+00 1.000000000000000000e+00
9.992846243056825415e+02 4.194607189047584534e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.000261246413965978e+03 4.344602944216499329e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.001237868522248959e+03 4.432702568008804321e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.002214490630531827e+03 4.489563760565853119e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.003191112738814809e+03 4.475902375233554840e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.004167734847097790e+03 4.493323136882247925e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.005144356955380658e+03 4.622193681992397308e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.006120979063663640e+03 4.803823442574672699e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.007097601171946508e+03 4.818902467313613892e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.008074223280229489e+03 4.777644223445911407e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.009050845388512471e+03 4.737556927611503601e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.010027467496795339e+03 4.740167559553031921e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.011004089605078320e+03 4.908454404278068542e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.011980711713361188e+03 4.979761001133575439e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.012957333821644170e+03 4.985116323616409302e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.013933955929927151e+03 4.814870874077377319e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.014910578038210019e+03 4.805592868057823181e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.015887200146493683e+03 4.799024729461441040e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.016863822254776665e+03 4.817838471187210083e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.017840444363059532e+03 4.707921964358615875e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.018817066471342514e+03 4.535029329919261932e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.019793688579625496e+03 4.384872631111450195e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.020770310687908363e+03 4.392673132924404144e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.021746932796191345e+03 4.485468213094272614e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.022723554904474213e+03 4.515238211552581787e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.023700177012757194e+03 4.420555303093967438e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.024676799121039949e+03 4.396934861997642517e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.025653421229323158e+03 4.232565411596717834e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.026630043337605912e+03 4.461998358830547333e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.036396264420435955e+03 4.054355240529346466e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.037372886528718936e+03 4.160267346879014969e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.038349508637001691e+03 4.196586467586994171e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.039326130745284900e+03 4.123267440884075165e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.040302752853567654e+03 4.028181471243667603e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.041279374961850863e+03 4.044699090754013062e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.042255997070133617e+03 4.152516316218605042e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.043232619178416599e+03 4.230825572742176056e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.044209241286699353e+03 4.224344739256172180e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.045185863394982562e+03 4.099596950221443176e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.046162485503265316e+03 4.021038993378524780e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.047139107611549207e+03 4.094719238155593872e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.048115729719831961e+03 4.260047301382884979e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.049092351828114943e+03 4.281356148226547241e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.050068973936397697e+03 4.249630559205207825e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.051045596044680906e+03 4.021706516425266266e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.052022218152963660e+03 4.048073400094890594e+08 0.000000000000000000e+00 1.000000000000000000e+00
1.052998840261246414e+03 4.166504311025123596e+08 0.000000000000000000e+00 1.000000000000000000e+00
