9.904950253311359347e+02 5.813497581085280697e-01
9.914716474394190300e+02 6.872714105230639525e-01
9.924482695477020116e+02 7.576276617916853917e-01
9.934248916559848794e+02 8.242863999782413797e-01
9.944015137642676336e+02 9.070596862668259819e-01
9.953781358725506152e+02 1.003186407255566515e+00
9.963547579808334831e+02 1.081210505887631124e+00
9.973313800891164647e+02 1.101351945489420059e+00
9.983080021973994462e+02 1.093472908710457547e+00
9.992846243056825415e+02 1.090901817172994281e+00
1.000261246413965978e+03 1.149979791097233583e+00
1.001237868522248959e+03 1.102203543733565549e+00
1.002214490630531827e+03 1.088677436094899420e+00
1.003191112738814809e+03 1.083456740481139713e+00
1.004167734847097790e+03 1.115496772875731235e+00
1.005144356955380658e+03 1.193670932600319645e+00
1.006120979063663640e+03 1.293196478867852495e+00
1.007097601171946508e+03 1.380137219318989361e+00
1.008074223280229489e+03 1.435294479365699427e+00
1.009050845388512471e+03 1.472162759671069354e+00
1.010027467496795339e+03 1.520035282002455190e+00
1.011004089605078320e+03 1.576940087588136308e+00
1.011980711713361188e+03 1.606304281362962660e+00
1.012957333821644170e+03 1.581999750063277421e+00
1.013933955929927151e+03 1.498779562931972675e+00
1.014910578038210019e+03 1.437259688046064632e+00
1.015887200146493683e+03 1.398045952709236595e+00
1.016863822254776665e+03 1.350985014458409239e+00
1.017840444363059532e+03 1.268018151563472973e+00
1.018817066471342514e+03 1.163095654547123603e+00
1.019793688579625496e+03 1.077801065734447450e+00
1.020770310687908363e+03 1.024336349908945509e+00
1.021746932796191345e+03 9.968521237464207374e-01
1.022723554904474213e+03 9.647791380113257542e-01
1.023700177012757194e+03 9.155157970482517005e-01
1.024676799121039949e+03 9.048813390681837987e-01
1.025653421229323158e+03 8.650804123556726788e-01
1.026630043337605912e+03 8.874489430360191777e-01
1.036396264420435955e+03 7.274551661898447374e-01
1.037372886528718936e+03 7.409576900546105405e-01
1.038349508637001691e+03 7.495735227077627849e-01
1.039326130745284900e+03 7.561800605492201566e-01
1.040302752853567654e+03 7.736792609724357783e-01
1.041279374961850863e+03 8.167298474816920839e-01
1.042255997070133617e+03 8.922753742081824813e-01
1.043232619178416599e+03 9.644237653425328238e-01
1.044209241286699353e+03 9.994406515541188751e-01
1.045185863394982562e+03 1.010520586535867071e+00
1.046162485503265316e+03 1.040123369328864067e+00
1.047139107611549207e+03 1.112845561416295537e+00
1.048115729719831961e+03 1.205573565040786388e+00
1.049092351828114943e+03 1.265240775802230377e+00
1.050068973936397697e+03 1.274068068145731925e+00
1.051045596044680906e+03 1.261260193802235641e+00
1.052022218152963660e+03 1.289225956395964490e+00
1.052998840261246414e+03 1.357283452643170074e+00
1.053975462369529396e+03 1.415767515117832165e+00
1.054952084477812150e+03 1.415271661095116151e+00
1.055928706586095359e+03 1.372105774376356724e+00
1.056905328694378113e+03 1.346774515141985207e+00
1.057881950802661322e+03 1.367801360324255588e+00
1.058858572910944076e+03 1.405896564058026765e+00
1.059835195019227058e+03 1.402304046079538846e+00
1.060811817127509812e+03 1.339385714892888490e+00
1.061788439235793021e+03 1.274315363410246427e+00
1.062765061344075775e+03 1.259410582102663323e+00
1.063741683452358757e+03 1.259473525547886386e+00
1.064718305560642420e+03 1.249815748545770377e+00
1.065694927668925402e+03 1.195729767649054809e+00
1.066671549777208156e+03 1.135359250668645181e+00
1.067648171885491365e+03 1.112231295664764863e+00
1.068624793993774119e+03 1.133875522947124237e+00
1.069601416102057101e+03 1.161031968043038320e+00
1.070578038210339855e+03 1.156338349832857437e+00
1.071554660318623064e+03 1.133647273105999220e+00
1.072531282426905818e+03 1.133460095771208875e+00
1.073507904535189027e+03 1.172332835788886474e+00
1.074484526643471781e+03 1.229358483009990843e+00
1.075461148751754763e+03 1.262776822922175635e+00
1.076437770860037517e+03 1.242107092070486862e+00
1.077414392968320726e+03 1.207140965240498298e+00
1.078391015076603480e+03 1.186821245305477834e+00
1.079367637184887371e+03 1.189954776952756310e+00
1.080344259293170126e+03 1.194236916106230506e+00
1.081320881401453107e+03 1.159856596963062092e+00
1.082297503509735861e+03 1.093232487203950276e+00
1.083274125618019070e+03 1.038497878880703773e+00
1.084250747726301825e+03 1.028915314651030144e+00
1.085227369834584806e+03 1.053628059645276727e+00
1.086203991942867560e+03 1.065279361963900939e+00
1.092063724592565222e+03 1.072578499530095320e+00
1.093040346700848431e+03 1.052245055617188951e+00
1.094016968809131185e+03 1.063732741144205241e+00
1.094993590917413940e+03 1.112585429330219089e+00
1.095970213025696921e+03 1.163247455458883639e+00
1.096946835133980585e+03 1.173871421460240594e+00
1.097923457242263567e+03 1.149660792303291768e+00
1.098900079350546321e+03 1.126878395038745317e+00
1.099876701458829530e+03 1.129294608484711748e+00
1.100853323567112284e+03 1.127470133497293414e+00
1.101829945675395265e+03 1.110305734316644477e+00
1.102806567783678020e+03 1.060048772521231308e+00
1.103783189891961229e+03 9.950387606251699379e-01
1.104759812000243983e+03 9.456200241439726151e-01
1.105736434108527192e+03 9.199603063099516254e-01
1.106713056216809946e+03 9.009084975088635927e-01
1.107689678325092927e+03 8.611299004000378954e-01
1.108666300433375682e+03 7.976340932607475231e-01
1.109642922541658891e+03 7.423054679007227152e-01
1.110619544649941645e+03 7.198493596961896834e-01
1.111596166758225536e+03 7.282586186536111894e-01
1.112572788866508290e+03 7.450684367085464999e-01
1.113549410974791272e+03 7.315843631184841822e-01
1.114526033083074026e+03 7.144719622053272712e-01
1.115502655191357235e+03 7.216230359962478857e-01
1.116479277299639989e+03 7.546966777432363438e-01
1.117455899407922971e+03 7.886805925817151897e-01
1.118432521516205725e+03 7.991204811054504198e-01
1.119409143624488934e+03 7.967919716905020877e-01
1.120385765732771688e+03 8.064434379442992906e-01
1.121362387841054897e+03 8.376178087355227175e-01
1.122339009949337651e+03 8.778484995936194357e-01
1.123315632057620633e+03 8.997523015681593295e-01
1.124292254165903387e+03 8.964719165377844634e-01
1.125268876274186596e+03 8.880241869309848379e-01
1.126245498382469350e+03 8.744891747204835974e-01
1.127222120490752332e+03 8.755202325917398332e-01
1.128198742599035768e+03 8.697137668129500954e-01
1.129175364707318977e+03 8.437836496024099242e-01
1.130151986815601731e+03 8.037758475675832459e-01
1.131128608923884940e+03 7.696695806756107539e-01
1.132105231032167694e+03 7.572118443438369262e-01
1.133081853140450676e+03 7.597288895591665092e-01
1.134058475248733430e+03 7.582608409071847078e-01
1.135035097357016639e+03 7.475551670247275737e-01
1.136011719465299393e+03 7.452978655272665121e-01
